time,isp,idlePing,download,downloadPing,upload,uploadPing,packetLoss
2025-02-03T14:35:44-06:00[America/Chicago],T-Mobile USA,44,402,499,12,329,0
2025-02-03T15:36:16-06:00[America/Chicago],T-Mobile USA,57,255,717,10,891,0
2025-02-03T17:37:15-06:00[America/Chicago],T-Mobile USA,45,333,545,9,1467,0
2025-02-03T18:37:49-06:00[America/Chicago],T-Mobile USA,45,377,485,12,1484,0
2025-02-03T19:38:19-06:00[America/Chicago],T-Mobile USA,50,296,577,12,1027,0
2025-02-03T20:38:50-06:00[America/Chicago],T-Mobile USA,49,279,735,12,1093,0
2025-02-03T21:59:33-06:00[America/Chicago],T-Mobile USA,34,376,447,29,521,0
2025-02-03T23:00:05-06:00[America/Chicago],T-Mobile USA,40,258,597,30,440,0
2025-02-04T00:00:43-06:00[America/Chicago],T-Mobile USA,41,425,211,17,250,0
2025-02-04T01:01:17-06:00[America/Chicago],T-Mobile USA,35,433,427,17,439,0
2025-02-04T02:01:46-06:00[America/Chicago],T-Mobile USA,40,418,355,33,371,0
2025-02-04T03:02:07-06:00[America/Chicago],T-Mobile USA,35,421,365,41,393,0
2025-02-04T04:02:32-06:00[America/Chicago],T-Mobile USA,40,444,359,38,281,0
2025-02-04T06:03:19-06:00[America/Chicago],T-Mobile USA,37,513,315,38,365,0
2025-02-04T07:03:44-06:00[America/Chicago],T-Mobile USA,40,442,299,39,362,0
2025-02-04T08:04:12-06:00[America/Chicago],T-Mobile USA,35,311,158,37,302,0
2025-02-04T09:04:42-06:00[America/Chicago],T-Mobile USA,40,430,244,33,379,0
2025-02-04T10:05:08-06:00[America/Chicago],T-Mobile USA,45,470,413,29,467,0
2025-02-04T11:05:42-06:00[America/Chicago],T-Mobile USA,50,459,701,14,1113,0
2025-02-04T12:06:07-06:00[America/Chicago],T-Mobile USA,60,397,391,29,444,0
2025-02-04T14:06:46-06:00[America/Chicago],T-Mobile USA,40,381,311,27,550,0
2025-02-04T15:07:12-06:00[America/Chicago],T-Mobile USA,50,353,538,8,1070,0
2025-02-04T16:07:46-06:00[America/Chicago],T-Mobile USA,52,277,429,5,719,0
2025-02-04T17:08:16-06:00[America/Chicago],T-Mobile USA,47,309,793,10,947,0
2025-02-04T18:08:55-06:00[America/Chicago],T-Mobile USA,40,274,564,8,1369,29
2025-02-04T19:09:28-06:00[America/Chicago],T-Mobile USA,40,336,824,11,1086,0
2025-02-04T20:10:02-06:00[America/Chicago],T-Mobile USA,41,320,668,10,913,0
2025-02-04T21:10:38-06:00[America/Chicago],T-Mobile USA,49,378,625,6,803,0
2025-02-04T22:11:06-06:00[America/Chicago],T-Mobile USA,38,347,216,6,769,0
2025-02-04T23:11:34-06:00[America/Chicago],T-Mobile USA,40,429,499,10,1111,0
2025-02-05T00:12:07-06:00[America/Chicago],T-Mobile USA,54,239,91,10,636,NaN
2025-02-05T01:12:38-06:00[America/Chicago],T-Mobile USA,42,359,660,22,754,0
2025-02-05T02:13:12-06:00[America/Chicago],T-Mobile USA,42,423,679,10,625,0
2025-02-05T03:13:41-06:00[America/Chicago],T-Mobile USA,43,404,563,11,936,0
2025-02-05T04:14:12-06:00[America/Chicago],T-Mobile USA,48,414,580,7,816,0
2025-02-05T05:14:48-06:00[America/Chicago],T-Mobile USA,50,405,283,9,355,0
2025-02-05T06:15:17-06:00[America/Chicago],T-Mobile USA,46,424,668,17,875,0
2025-02-05T07:15:49-06:00[America/Chicago],T-Mobile USA,48,414,365,9,862,0
2025-02-05T08:16:24-06:00[America/Chicago],T-Mobile USA,43,367,433,7,586,0
2025-02-05T09:16:54-06:00[America/Chicago],T-Mobile USA,40,330,462,15,886,0
2025-02-05T10:17:23-06:00[America/Chicago],T-Mobile USA,39,332,497,19,585,0
2025-02-05T11:17:54-06:00[America/Chicago],T-Mobile USA,46,335,448,7,855,0
2025-02-05T12:18:18-06:00[America/Chicago],T-Mobile USA,40,269,598,19,980,0
2025-02-05T14:19:07-06:00[America/Chicago],T-Mobile USA,46,349,437,15,640,0
2025-02-05T15:19:38-06:00[America/Chicago],T-Mobile USA,41,339,694,18,888,0
2025-02-05T16:20:14-06:00[America/Chicago],T-Mobile USA,40,267,956,6,363,0
2025-02-05T17:20:47-06:00[America/Chicago],T-Mobile USA,106,174,217,15,1074,NaN
2025-02-05T18:21:22-06:00[America/Chicago],T-Mobile USA,43,384,671,17,800,0
2025-02-05T19:21:52-06:00[America/Chicago],T-Mobile USA,45,326,526,8,1473,0
2025-02-05T20:22:23-06:00[America/Chicago],T-Mobile USA,48,241,287,10,185,0
2025-02-05T21:22:48-06:00[America/Chicago],T-Mobile USA,50,210,686,9,559,0
2025-02-05T22:23:23-06:00[America/Chicago],T-Mobile USA,43,298,514,10,1187,0
2025-02-05T23:23:58-06:00[America/Chicago],T-Mobile USA,41,391,546,10,1019,0
2025-02-06T01:24:45-06:00[America/Chicago],T-Mobile USA,45,469,702,11,726,0
2025-02-06T02:25:20-06:00[America/Chicago],T-Mobile USA,41,484,553,11,932,0
2025-02-06T03:25:51-06:00[America/Chicago],T-Mobile USA,40,469,654,25,NaN,0
2025-02-06T04:26:24-06:00[America/Chicago],T-Mobile USA,37,488,499,8,537,0
2025-02-06T05:26:56-06:00[America/Chicago],T-Mobile USA,38,456,524,23,580,0
2025-02-06T06:27:29-06:00[America/Chicago],T-Mobile USA,39,452,184,27,483,0
2025-02-06T07:28:02-06:00[America/Chicago],T-Mobile USA,51,376,446,17,434,0
